index,label,split,seed,dataset,forget_per_class
46323,6,retain,1,Mnist,600
17416,6,retain,1,Mnist,600
43914,6,retain,1,Mnist,600
54215,6,retain,1,Mnist,600
29526,6,retain,1,Mnist,600
37371,6,retain,1,Mnist,600
56035,6,retain,1,Mnist,600
13614,6,retain,1,Mnist,600
53991,6,retain,1,Mnist,600
12518,6,retain,1,Mnist,600
9468,6,retain,1,Mnist,600
12270,6,retain,1,Mnist,600
38854,6,retain,1,Mnist,600
5774,6,retain,1,Mnist,600
28810,6,retain,1,Mnist,600
1113,6,retain,1,Mnist,600
43413,6,retain,1,Mnist,600
3577,6,retain,1,Mnist,600
57791,6,retain,1,Mnist,600
31500,6,retain,1,Mnist,600
10271,6,retain,1,Mnist,600
2126,6,retain,1,Mnist,600
55956,6,retain,1,Mnist,600
13838,6,retain,1,Mnist,600
48359,6,retain,1,Mnist,600
2093,6,retain,1,Mnist,600
53127,6,retain,1,Mnist,600
40157,6,retain,1,Mnist,600
18154,6,retain,1,Mnist,600
50220,6,retain,1,Mnist,600
30857,6,retain,1,Mnist,600
42905,6,retain,1,Mnist,600
51596,6,retain,1,Mnist,600
7972,6,retain,1,Mnist,600
31736,6,retain,1,Mnist,600
24157,6,retain,1,Mnist,600
24453,6,retain,1,Mnist,600
43866,6,retain,1,Mnist,600
33584,6,retain,1,Mnist,600
59754,6,retain,1,Mnist,600
41273,6,retain,1,Mnist,600
37091,6,retain,1,Mnist,600
26253,6,retain,1,Mnist,600
11905,6,retain,1,Mnist,600
35497,6,retain,1,Mnist,600
17120,6,retain,1,Mnist,600
35736,6,retain,1,Mnist,600
7970,6,retain,1,Mnist,600
56963,6,retain,1,Mnist,600
16493,6,retain,1,Mnist,600
28576,6,retain,1,Mnist,600
53798,6,retain,1,Mnist,600
27428,6,retain,1,Mnist,600
46682,6,retain,1,Mnist,600
38861,6,retain,1,Mnist,600
19946,6,retain,1,Mnist,600
38450,6,retain,1,Mnist,600
2156,6,retain,1,Mnist,600
27858,6,retain,1,Mnist,600
42978,6,retain,1,Mnist,600
430,6,retain,1,Mnist,600
22282,6,retain,1,Mnist,600
25992,6,retain,1,Mnist,600
34905,6,retain,1,Mnist,600
42647,6,retain,1,Mnist,600
21995,6,retain,1,Mnist,600
10149,6,retain,1,Mnist,600
19698,6,retain,1,Mnist,600
16469,6,retain,1,Mnist,600
15447,6,retain,1,Mnist,600
9120,6,retain,1,Mnist,600
28678,6,retain,1,Mnist,600
50275,6,retain,1,Mnist,600
24003,6,retain,1,Mnist,600
49346,6,retain,1,Mnist,600
10557,6,retain,1,Mnist,600
23900,6,retain,1,Mnist,600
35280,6,retain,1,Mnist,600
30387,6,retain,1,Mnist,600
18376,6,retain,1,Mnist,600
36144,6,retain,1,Mnist,600
27449,6,retain,1,Mnist,600
43582,6,retain,1,Mnist,600
18250,6,retain,1,Mnist,600
8870,6,retain,1,Mnist,600
54360,6,retain,1,Mnist,600
25393,6,retain,1,Mnist,600
32082,6,retain,1,Mnist,600
23735,6,retain,1,Mnist,600
28934,6,retain,1,Mnist,600
6720,6,retain,1,Mnist,600
54823,6,retain,1,Mnist,600
41018,6,retain,1,Mnist,600
54227,6,retain,1,Mnist,600
41703,6,retain,1,Mnist,600
43736,6,retain,1,Mnist,600
16255,6,retain,1,Mnist,600
40641,6,retain,1,Mnist,600
16433,6,retain,1,Mnist,600
31954,6,retain,1,Mnist,600
7064,6,retain,1,Mnist,600
54646,6,retain,1,Mnist,600
10786,6,retain,1,Mnist,600
31907,6,retain,1,Mnist,600
17332,6,retain,1,Mnist,600
15638,6,retain,1,Mnist,600
54383,6,retain,1,Mnist,600
59702,6,retain,1,Mnist,600
33477,6,retain,1,Mnist,600
7401,6,retain,1,Mnist,600
41849,6,retain,1,Mnist,600
36636,6,retain,1,Mnist,600
55162,6,retain,1,Mnist,600
57881,6,retain,1,Mnist,600
50866,6,retain,1,Mnist,600
23258,6,retain,1,Mnist,600
8942,6,retain,1,Mnist,600
4349,6,retain,1,Mnist,600
26016,6,retain,1,Mnist,600
53621,6,retain,1,Mnist,600
47509,6,retain,1,Mnist,600
45506,6,retain,1,Mnist,600
16726,6,retain,1,Mnist,600
5877,6,retain,1,Mnist,600
22737,6,retain,1,Mnist,600
24581,6,retain,1,Mnist,600
59324,6,retain,1,Mnist,600
17773,6,retain,1,Mnist,600
14347,6,retain,1,Mnist,600
5810,6,retain,1,Mnist,600
54518,6,retain,1,Mnist,600
681,6,retain,1,Mnist,600
2153,6,retain,1,Mnist,600
41488,6,retain,1,Mnist,600
57140,6,retain,1,Mnist,600
29725,6,retain,1,Mnist,600
57943,6,retain,1,Mnist,600
22908,6,retain,1,Mnist,600
15526,6,retain,1,Mnist,600
12450,6,retain,1,Mnist,600
51246,6,retain,1,Mnist,600
4765,6,retain,1,Mnist,600
1100,6,retain,1,Mnist,600
22690,6,retain,1,Mnist,600
17249,6,retain,1,Mnist,600
38192,6,retain,1,Mnist,600
32587,6,retain,1,Mnist,600
37675,6,retain,1,Mnist,600
5848,6,retain,1,Mnist,600
37310,6,retain,1,Mnist,600
23924,6,retain,1,Mnist,600
16550,6,retain,1,Mnist,600
27190,6,retain,1,Mnist,600
958,6,retain,1,Mnist,600
29836,6,retain,1,Mnist,600
6150,6,retain,1,Mnist,600
3115,6,retain,1,Mnist,600
50402,6,retain,1,Mnist,600
11551,6,retain,1,Mnist,600
26472,6,retain,1,Mnist,600
53148,6,retain,1,Mnist,600
50104,6,retain,1,Mnist,600
34003,6,retain,1,Mnist,600
34654,6,retain,1,Mnist,600
50893,6,retain,1,Mnist,600
19532,6,retain,1,Mnist,600
12855,6,retain,1,Mnist,600
2741,6,retain,1,Mnist,600
56746,6,retain,1,Mnist,600
10383,6,retain,1,Mnist,600
48366,6,retain,1,Mnist,600
5998,6,retain,1,Mnist,600
35131,6,retain,1,Mnist,600
58226,6,retain,1,Mnist,600
5213,6,retain,1,Mnist,600
30426,6,retain,1,Mnist,600
56568,6,retain,1,Mnist,600
6281,6,retain,1,Mnist,600
2545,6,retain,1,Mnist,600
23653,6,retain,1,Mnist,600
50870,6,retain,1,Mnist,600
29163,6,retain,1,Mnist,600
4871,6,retain,1,Mnist,600
47761,6,retain,1,Mnist,600
28497,6,retain,1,Mnist,600
48491,6,retain,1,Mnist,600
47593,6,retain,1,Mnist,600
13846,6,retain,1,Mnist,600
16538,6,retain,1,Mnist,600
44017,6,retain,1,Mnist,600
12469,6,retain,1,Mnist,600
15744,6,retain,1,Mnist,600
48362,6,retain,1,Mnist,600
770,6,retain,1,Mnist,600
48054,6,retain,1,Mnist,600
36714,6,retain,1,Mnist,600
1488,6,retain,1,Mnist,600
48507,6,retain,1,Mnist,600
40141,6,retain,1,Mnist,600
21426,6,retain,1,Mnist,600
1792,6,retain,1,Mnist,600
39766,6,retain,1,Mnist,600
31110,6,retain,1,Mnist,600
13780,6,retain,1,Mnist,600
43720,6,retain,1,Mnist,600
41577,6,retain,1,Mnist,600
19984,6,retain,1,Mnist,600
57994,6,retain,1,Mnist,600
45030,6,retain,1,Mnist,600
48317,6,retain,1,Mnist,600
3036,6,retain,1,Mnist,600
50092,6,retain,1,Mnist,600
10793,6,retain,1,Mnist,600
9024,6,retain,1,Mnist,600
28912,6,retain,1,Mnist,600
20523,6,retain,1,Mnist,600
57419,6,retain,1,Mnist,600
25204,6,retain,1,Mnist,600
59549,6,retain,1,Mnist,600
6473,6,retain,1,Mnist,600
35026,6,retain,1,Mnist,600
10853,6,retain,1,Mnist,600
51096,6,retain,1,Mnist,600
31613,6,retain,1,Mnist,600
37282,6,retain,1,Mnist,600
32002,6,retain,1,Mnist,600
46383,6,retain,1,Mnist,600
52725,6,retain,1,Mnist,600
36125,6,retain,1,Mnist,600
49305,6,retain,1,Mnist,600
19135,6,retain,1,Mnist,600
41519,6,retain,1,Mnist,600
16666,6,retain,1,Mnist,600
22615,6,retain,1,Mnist,600
7829,6,retain,1,Mnist,600
57935,6,retain,1,Mnist,600
735,6,retain,1,Mnist,600
20119,6,retain,1,Mnist,600
39825,6,retain,1,Mnist,600
10532,6,retain,1,Mnist,600
33692,6,retain,1,Mnist,600
41415,6,retain,1,Mnist,600
35886,6,retain,1,Mnist,600
6526,6,retain,1,Mnist,600
34466,6,retain,1,Mnist,600
5003,6,retain,1,Mnist,600
11678,6,retain,1,Mnist,600
6635,6,retain,1,Mnist,600
6452,6,retain,1,Mnist,600
25593,6,retain,1,Mnist,600
26386,6,retain,1,Mnist,600
38308,6,retain,1,Mnist,600
21074,6,retain,1,Mnist,600
54699,6,retain,1,Mnist,600
10552,6,retain,1,Mnist,600
2884,6,retain,1,Mnist,600
49960,6,retain,1,Mnist,600
23261,6,retain,1,Mnist,600
33704,6,retain,1,Mnist,600
37370,6,retain,1,Mnist,600
8733,6,retain,1,Mnist,600
5973,6,retain,1,Mnist,600
27940,6,retain,1,Mnist,600
41666,6,retain,1,Mnist,600
12541,6,retain,1,Mnist,600
2614,6,retain,1,Mnist,600
20892,6,retain,1,Mnist,600
7593,6,retain,1,Mnist,600
27523,6,retain,1,Mnist,600
38576,6,retain,1,Mnist,600
23688,6,retain,1,Mnist,600
31572,6,retain,1,Mnist,600
54662,6,retain,1,Mnist,600
56549,6,retain,1,Mnist,600
9526,6,retain,1,Mnist,600
36195,6,retain,1,Mnist,600
57226,6,retain,1,Mnist,600
56809,6,retain,1,Mnist,600
17636,6,retain,1,Mnist,600
31046,6,retain,1,Mnist,600
59292,6,retain,1,Mnist,600
3789,6,retain,1,Mnist,600
35683,6,retain,1,Mnist,600
50781,6,retain,1,Mnist,600
32922,6,retain,1,Mnist,600
38318,6,retain,1,Mnist,600
55057,6,retain,1,Mnist,600
2913,6,retain,1,Mnist,600
20891,6,retain,1,Mnist,600
8994,6,retain,1,Mnist,600
9486,6,retain,1,Mnist,600
12699,6,retain,1,Mnist,600
14315,6,retain,1,Mnist,600
1070,6,retain,1,Mnist,600
35575,6,retain,1,Mnist,600
18848,6,retain,1,Mnist,600
16349,6,retain,1,Mnist,600
51269,6,retain,1,Mnist,600
15733,6,retain,1,Mnist,600
37888,6,retain,1,Mnist,600
36237,6,retain,1,Mnist,600
52461,6,retain,1,Mnist,600
24585,6,retain,1,Mnist,600
38214,6,retain,1,Mnist,600
20431,6,retain,1,Mnist,600
147,6,retain,1,Mnist,600
16668,6,retain,1,Mnist,600
23963,6,retain,1,Mnist,600
48032,6,retain,1,Mnist,600
36232,6,retain,1,Mnist,600
24851,6,retain,1,Mnist,600
45262,6,retain,1,Mnist,600
46558,6,retain,1,Mnist,600
21205,6,retain,1,Mnist,600
16890,6,retain,1,Mnist,600
50059,6,retain,1,Mnist,600
37895,6,retain,1,Mnist,600
15190,6,retain,1,Mnist,600
47663,6,retain,1,Mnist,600
36038,6,retain,1,Mnist,600
19037,6,retain,1,Mnist,600
51232,6,retain,1,Mnist,600
43498,6,retain,1,Mnist,600
35517,6,retain,1,Mnist,600
51159,6,retain,1,Mnist,600
3597,6,retain,1,Mnist,600
22260,6,retain,1,Mnist,600
37724,6,retain,1,Mnist,600
6895,6,retain,1,Mnist,600
18652,6,retain,1,Mnist,600
31147,6,retain,1,Mnist,600
19571,6,retain,1,Mnist,600
7273,6,retain,1,Mnist,600
42611,6,retain,1,Mnist,600
10697,6,retain,1,Mnist,600
55536,6,retain,1,Mnist,600
13101,6,retain,1,Mnist,600
8770,6,retain,1,Mnist,600
48152,6,retain,1,Mnist,600
21331,6,retain,1,Mnist,600
39180,6,retain,1,Mnist,600
17066,6,retain,1,Mnist,600
36766,6,retain,1,Mnist,600
30744,6,retain,1,Mnist,600
33879,6,retain,1,Mnist,600
24753,6,retain,1,Mnist,600
32312,6,retain,1,Mnist,600
10452,6,retain,1,Mnist,600
5750,6,retain,1,Mnist,600
34783,6,retain,1,Mnist,600
29881,6,retain,1,Mnist,600
21404,6,retain,1,Mnist,600
13318,6,retain,1,Mnist,600
20855,6,retain,1,Mnist,600
50289,6,retain,1,Mnist,600
14869,6,retain,1,Mnist,600
7294,6,retain,1,Mnist,600
29489,6,retain,1,Mnist,600
7102,6,retain,1,Mnist,600
26418,6,retain,1,Mnist,600
21675,6,retain,1,Mnist,600
13309,6,retain,1,Mnist,600
54265,6,retain,1,Mnist,600
9187,6,retain,1,Mnist,600
42021,6,retain,1,Mnist,600
4817,6,retain,1,Mnist,600
38259,6,retain,1,Mnist,600
17589,6,retain,1,Mnist,600
49838,6,retain,1,Mnist,600
24165,6,retain,1,Mnist,600
52282,6,retain,1,Mnist,600
23073,6,retain,1,Mnist,600
57758,6,retain,1,Mnist,600
41188,6,retain,1,Mnist,600
28115,6,retain,1,Mnist,600
24242,6,retain,1,Mnist,600
16889,6,retain,1,Mnist,600
22609,6,retain,1,Mnist,600
48433,6,retain,1,Mnist,600
55984,6,retain,1,Mnist,600
18838,6,retain,1,Mnist,600
592,6,retain,1,Mnist,600
24191,6,retain,1,Mnist,600
43264,6,retain,1,Mnist,600
5018,6,retain,1,Mnist,600
23343,6,retain,1,Mnist,600
12167,6,retain,1,Mnist,600
36910,6,retain,1,Mnist,600
1906,6,retain,1,Mnist,600
24488,6,retain,1,Mnist,600
58043,6,retain,1,Mnist,600
13290,6,retain,1,Mnist,600
20489,6,retain,1,Mnist,600
41912,6,retain,1,Mnist,600
5405,6,retain,1,Mnist,600
14768,6,retain,1,Mnist,600
26392,6,retain,1,Mnist,600
5721,6,retain,1,Mnist,600
17829,6,retain,1,Mnist,600
39221,6,retain,1,Mnist,600
26641,6,retain,1,Mnist,600
25475,6,retain,1,Mnist,600
26482,6,retain,1,Mnist,600
59493,6,retain,1,Mnist,600
19712,6,retain,1,Mnist,600
16879,6,retain,1,Mnist,600
23223,6,retain,1,Mnist,600
48656,6,retain,1,Mnist,600
38782,6,retain,1,Mnist,600
2573,6,retain,1,Mnist,600
7564,6,retain,1,Mnist,600
13845,6,retain,1,Mnist,600
34492,6,retain,1,Mnist,600
59709,6,retain,1,Mnist,600
13351,6,retain,1,Mnist,600
20744,6,retain,1,Mnist,600
2196,6,retain,1,Mnist,600
48867,6,retain,1,Mnist,600
37421,6,retain,1,Mnist,600
52198,6,retain,1,Mnist,600
47564,6,retain,1,Mnist,600
22422,6,retain,1,Mnist,600
49828,6,retain,1,Mnist,600
33585,6,retain,1,Mnist,600
44463,6,retain,1,Mnist,600
39045,6,retain,1,Mnist,600
12462,6,retain,1,Mnist,600
11261,6,retain,1,Mnist,600
18045,6,retain,1,Mnist,600
30392,6,retain,1,Mnist,600
28440,6,retain,1,Mnist,600
10307,6,retain,1,Mnist,600
50122,6,retain,1,Mnist,600
54206,6,retain,1,Mnist,600
15484,6,retain,1,Mnist,600
15483,6,retain,1,Mnist,600
38681,6,retain,1,Mnist,600
37476,6,retain,1,Mnist,600
57360,6,retain,1,Mnist,600
25102,6,retain,1,Mnist,600
55616,6,retain,1,Mnist,600
52880,6,retain,1,Mnist,600
8071,6,retain,1,Mnist,600
10440,6,retain,1,Mnist,600
46524,6,retain,1,Mnist,600
55512,6,retain,1,Mnist,600
26977,6,retain,1,Mnist,600
15896,6,retain,1,Mnist,600
18303,6,retain,1,Mnist,600
2148,6,retain,1,Mnist,600
13970,6,retain,1,Mnist,600
35419,6,retain,1,Mnist,600
6159,6,retain,1,Mnist,600
58922,6,retain,1,Mnist,600
15620,6,retain,1,Mnist,600
16747,6,retain,1,Mnist,600
46420,6,retain,1,Mnist,600
40661,6,retain,1,Mnist,600
14912,6,retain,1,Mnist,600
51387,6,retain,1,Mnist,600
6453,6,retain,1,Mnist,600
27101,6,retain,1,Mnist,600
52212,6,retain,1,Mnist,600
51528,6,retain,1,Mnist,600
51624,6,retain,1,Mnist,600
19309,6,retain,1,Mnist,600
51031,6,retain,1,Mnist,600
56811,6,retain,1,Mnist,600
10767,6,retain,1,Mnist,600
33207,6,retain,1,Mnist,600
12199,6,retain,1,Mnist,600
5466,6,retain,1,Mnist,600
21696,6,retain,1,Mnist,600
40609,6,retain,1,Mnist,600
13927,6,retain,1,Mnist,600
5218,6,retain,1,Mnist,600
4249,6,retain,1,Mnist,600
38084,6,retain,1,Mnist,600
9177,6,retain,1,Mnist,600
11803,6,retain,1,Mnist,600
3543,6,retain,1,Mnist,600
21912,6,retain,1,Mnist,600
30249,6,retain,1,Mnist,600
25499,6,retain,1,Mnist,600
31105,6,retain,1,Mnist,600
50619,6,retain,1,Mnist,600
22006,6,retain,1,Mnist,600
6482,6,retain,1,Mnist,600
4112,6,retain,1,Mnist,600
6553,6,retain,1,Mnist,600
25077,6,retain,1,Mnist,600
43485,6,retain,1,Mnist,600
46218,6,retain,1,Mnist,600
58766,6,retain,1,Mnist,600
46704,6,retain,1,Mnist,600
59310,6,retain,1,Mnist,600
24685,6,retain,1,Mnist,600
22806,6,retain,1,Mnist,600
44066,6,retain,1,Mnist,600
25368,6,retain,1,Mnist,600
6313,6,retain,1,Mnist,600
5099,6,retain,1,Mnist,600
51920,6,retain,1,Mnist,600
1323,6,retain,1,Mnist,600
25798,6,retain,1,Mnist,600
42174,6,retain,1,Mnist,600
56693,6,retain,1,Mnist,600
55645,6,retain,1,Mnist,600
5413,6,retain,1,Mnist,600
34894,6,retain,1,Mnist,600
48538,6,retain,1,Mnist,600
47047,6,retain,1,Mnist,600
33975,6,retain,1,Mnist,600
32658,6,retain,1,Mnist,600
17764,6,retain,1,Mnist,600
40124,6,retain,1,Mnist,600
14159,6,retain,1,Mnist,600
16118,6,retain,1,Mnist,600
10748,6,retain,1,Mnist,600
23098,6,retain,1,Mnist,600
52503,6,retain,1,Mnist,600
4857,6,retain,1,Mnist,600
9421,6,retain,1,Mnist,600
1202,6,retain,1,Mnist,600
24016,6,retain,1,Mnist,600
39212,6,retain,1,Mnist,600
28302,6,retain,1,Mnist,600
34956,6,retain,1,Mnist,600
17619,6,retain,1,Mnist,600
50811,6,retain,1,Mnist,600
14437,6,retain,1,Mnist,600
54425,6,retain,1,Mnist,600
14237,6,retain,1,Mnist,600
53603,6,retain,1,Mnist,600
34520,6,retain,1,Mnist,600
26410,6,retain,1,Mnist,600
26884,6,retain,1,Mnist,600
47705,6,retain,1,Mnist,600
42080,6,retain,1,Mnist,600
21081,6,retain,1,Mnist,600
1835,6,retain,1,Mnist,600
25340,6,retain,1,Mnist,600
431,6,retain,1,Mnist,600
46684,6,retain,1,Mnist,600
2059,6,retain,1,Mnist,600
45409,6,retain,1,Mnist,600
52215,6,retain,1,Mnist,600
9574,6,retain,1,Mnist,600
10356,6,retain,1,Mnist,600
52502,6,retain,1,Mnist,600
51066,6,retain,1,Mnist,600
6236,6,retain,1,Mnist,600
9206,6,retain,1,Mnist,600
4251,6,retain,1,Mnist,600
29630,6,retain,1,Mnist,600
3629,6,retain,1,Mnist,600
33572,6,retain,1,Mnist,600
23487,6,retain,1,Mnist,600
41190,6,retain,1,Mnist,600
22215,6,retain,1,Mnist,600
45224,6,retain,1,Mnist,600
27536,6,retain,1,Mnist,600
24750,6,retain,1,Mnist,600
31859,6,retain,1,Mnist,600
58442,6,retain,1,Mnist,600
15706,6,retain,1,Mnist,600
44201,6,retain,1,Mnist,600
15957,6,retain,1,Mnist,600
59378,6,retain,1,Mnist,600
5671,6,retain,1,Mnist,600
9090,6,retain,1,Mnist,600
15641,6,retain,1,Mnist,600
37177,6,retain,1,Mnist,600
48706,6,retain,1,Mnist,600
816,6,retain,1,Mnist,600
21585,6,retain,1,Mnist,600
35810,6,retain,1,Mnist,600
37998,6,retain,1,Mnist,600
34993,6,retain,1,Mnist,600
7268,6,retain,1,Mnist,600
58835,6,retain,1,Mnist,600
49401,6,retain,1,Mnist,600
28817,6,retain,1,Mnist,600
388,6,retain,1,Mnist,600
9280,6,retain,1,Mnist,600
26439,6,retain,1,Mnist,600
52946,6,retain,1,Mnist,600
22128,6,retain,1,Mnist,600
2293,6,retain,1,Mnist,600
16160,6,retain,1,Mnist,600
44355,6,retain,1,Mnist,600
40491,6,retain,1,Mnist,600
42942,6,retain,1,Mnist,600
29454,6,retain,1,Mnist,600
11282,6,retain,1,Mnist,600
51400,6,retain,1,Mnist,600
56130,6,retain,1,Mnist,600
16425,6,retain,1,Mnist,600
49405,6,retain,1,Mnist,600
21234,6,retain,1,Mnist,600
37535,6,retain,1,Mnist,600
23907,6,retain,1,Mnist,600
52641,6,retain,1,Mnist,600
8590,6,retain,1,Mnist,600
26469,6,retain,1,Mnist,600
44300,6,retain,1,Mnist,600
13349,6,retain,1,Mnist,600
35424,6,retain,1,Mnist,600
630,6,retain,1,Mnist,600
42160,6,retain,1,Mnist,600
17034,6,retain,1,Mnist,600
48565,6,retain,1,Mnist,600
40894,6,retain,1,Mnist,600
19723,6,retain,1,Mnist,600
22693,6,retain,1,Mnist,600
22665,6,retain,1,Mnist,600
45141,6,retain,1,Mnist,600
20978,6,retain,1,Mnist,600
40514,6,retain,1,Mnist,600
8347,6,retain,1,Mnist,600
46943,6,retain,1,Mnist,600
41547,6,retain,1,Mnist,600
55638,6,retain,1,Mnist,600
32826,6,retain,1,Mnist,600
54630,6,retain,1,Mnist,600
19678,6,retain,1,Mnist,600
23915,6,retain,1,Mnist,600
2898,6,retain,1,Mnist,600
47713,6,retain,1,Mnist,600
53706,6,retain,1,Mnist,600
55943,6,retain,1,Mnist,600
49765,6,retain,1,Mnist,600
739,6,retain,1,Mnist,600
41134,6,retain,1,Mnist,600
10913,6,retain,1,Mnist,600
3058,6,retain,1,Mnist,600
38578,6,retain,1,Mnist,600
31903,6,retain,1,Mnist,600
36821,6,retain,1,Mnist,600
23485,6,retain,1,Mnist,600
30563,6,retain,1,Mnist,600
2519,6,retain,1,Mnist,600
58111,6,retain,1,Mnist,600
55515,6,retain,1,Mnist,600
48005,6,retain,1,Mnist,600
36036,6,retain,1,Mnist,600
17204,6,retain,1,Mnist,600
11691,6,retain,1,Mnist,600
5566,6,retain,1,Mnist,600
28741,6,retain,1,Mnist,600
42409,6,retain,1,Mnist,600
51408,6,retain,1,Mnist,600
12283,6,retain,1,Mnist,600
12613,6,retain,1,Mnist,600
29944,6,retain,1,Mnist,600
36390,6,retain,1,Mnist,600
25424,6,retain,1,Mnist,600
34765,6,retain,1,Mnist,600
46590,6,retain,1,Mnist,600
50355,6,retain,1,Mnist,600
37859,6,retain,1,Mnist,600
41797,6,retain,1,Mnist,600
58435,6,retain,1,Mnist,600
42975,6,retain,1,Mnist,600
42350,6,retain,1,Mnist,600
38676,6,retain,1,Mnist,600
46869,6,retain,1,Mnist,600
55977,6,retain,1,Mnist,600
6927,6,retain,1,Mnist,600
34336,6,retain,1,Mnist,600
17079,6,retain,1,Mnist,600
53153,6,retain,1,Mnist,600
47147,6,retain,1,Mnist,600
21452,6,retain,1,Mnist,600
11117,6,retain,1,Mnist,600
30332,6,retain,1,Mnist,600
38661,6,retain,1,Mnist,600
42256,6,retain,1,Mnist,600
15257,6,retain,1,Mnist,600
49004,6,retain,1,Mnist,600
31437,6,retain,1,Mnist,600
12735,6,retain,1,Mnist,600
16077,6,retain,1,Mnist,600
38302,6,retain,1,Mnist,600
26622,6,retain,1,Mnist,600
14178,6,retain,1,Mnist,600
6486,6,retain,1,Mnist,600
22820,6,retain,1,Mnist,600
14031,6,retain,1,Mnist,600
19503,6,retain,1,Mnist,600
22986,6,retain,1,Mnist,600
24058,6,retain,1,Mnist,600
15196,6,retain,1,Mnist,600
45702,6,retain,1,Mnist,600
7580,6,retain,1,Mnist,600
52066,6,retain,1,Mnist,600
10275,6,retain,1,Mnist,600
40355,6,retain,1,Mnist,600
48636,6,retain,1,Mnist,600
20916,6,retain,1,Mnist,600
42489,6,retain,1,Mnist,600
44309,6,retain,1,Mnist,600
3623,6,retain,1,Mnist,600
24957,6,retain,1,Mnist,600
8105,6,retain,1,Mnist,600
40072,6,retain,1,Mnist,600
23358,6,retain,1,Mnist,600
34859,6,retain,1,Mnist,600
16891,6,retain,1,Mnist,600
20124,6,retain,1,Mnist,600
58157,6,retain,1,Mnist,600
38114,6,retain,1,Mnist,600
2590,6,retain,1,Mnist,600
35377,6,retain,1,Mnist,600
27655,6,retain,1,Mnist,600
57438,6,retain,1,Mnist,600
49505,6,retain,1,Mnist,600
43263,6,retain,1,Mnist,600
44255,6,retain,1,Mnist,600
20948,6,retain,1,Mnist,600
59483,6,retain,1,Mnist,600
5920,6,retain,1,Mnist,600
42530,6,retain,1,Mnist,600
6903,6,retain,1,Mnist,600
50938,6,retain,1,Mnist,600
33159,6,retain,1,Mnist,600
38640,6,retain,1,Mnist,600
6602,6,retain,1,Mnist,600
3109,6,retain,1,Mnist,600
23922,6,retain,1,Mnist,600
21599,6,retain,1,Mnist,600
9556,6,retain,1,Mnist,600
12231,6,retain,1,Mnist,600
50503,6,retain,1,Mnist,600
58291,6,retain,1,Mnist,600
24963,6,retain,1,Mnist,600
18957,6,retain,1,Mnist,600
23394,6,retain,1,Mnist,600
12489,6,retain,1,Mnist,600
6854,6,retain,1,Mnist,600
32927,6,retain,1,Mnist,600
4360,6,retain,1,Mnist,600
22360,6,retain,1,Mnist,600
36291,6,retain,1,Mnist,600
19277,6,retain,1,Mnist,600
40980,6,retain,1,Mnist,600
27890,6,retain,1,Mnist,600
607,6,retain,1,Mnist,600
37350,6,retain,1,Mnist,600
25559,6,retain,1,Mnist,600
52253,6,retain,1,Mnist,600
25999,6,retain,1,Mnist,600
15788,6,retain,1,Mnist,600
50506,6,retain,1,Mnist,600
35664,6,retain,1,Mnist,600
8627,6,retain,1,Mnist,600
39589,6,retain,1,Mnist,600
43035,6,retain,1,Mnist,600
2479,6,retain,1,Mnist,600
3736,6,retain,1,Mnist,600
40137,6,retain,1,Mnist,600
51518,6,retain,1,Mnist,600
47277,6,retain,1,Mnist,600
15303,6,retain,1,Mnist,600
27161,6,retain,1,Mnist,600
51507,6,retain,1,Mnist,600
33929,6,retain,1,Mnist,600
44879,6,retain,1,Mnist,600
26497,6,retain,1,Mnist,600
11189,6,retain,1,Mnist,600
9281,6,retain,1,Mnist,600
42166,6,retain,1,Mnist,600
29138,6,retain,1,Mnist,600
12159,6,retain,1,Mnist,600
28508,6,retain,1,Mnist,600
10731,6,retain,1,Mnist,600
52053,6,retain,1,Mnist,600
5260,6,retain,1,Mnist,600
8881,6,retain,1,Mnist,600
58516,6,retain,1,Mnist,600
35726,6,retain,1,Mnist,600
16317,6,retain,1,Mnist,600
256,6,retain,1,Mnist,600
40433,6,retain,1,Mnist,600
9389,6,retain,1,Mnist,600
37892,6,retain,1,Mnist,600
16648,6,retain,1,Mnist,600
49969,6,retain,1,Mnist,600
13364,6,retain,1,Mnist,600
36002,6,retain,1,Mnist,600
13759,6,retain,1,Mnist,600
598,6,retain,1,Mnist,600
10294,6,retain,1,Mnist,600
28978,6,retain,1,Mnist,600
25165,6,retain,1,Mnist,600
37334,6,retain,1,Mnist,600
37751,6,retain,1,Mnist,600
2239,6,retain,1,Mnist,600
22237,6,retain,1,Mnist,600
4587,6,retain,1,Mnist,600
19384,6,retain,1,Mnist,600
44204,6,retain,1,Mnist,600
41940,6,retain,1,Mnist,600
24764,6,retain,1,Mnist,600
59121,6,retain,1,Mnist,600
17397,6,retain,1,Mnist,600
14940,6,retain,1,Mnist,600
2262,6,retain,1,Mnist,600
9094,6,retain,1,Mnist,600
4963,6,retain,1,Mnist,600
52908,6,retain,1,Mnist,600
30341,6,retain,1,Mnist,600
18128,6,retain,1,Mnist,600
5230,6,retain,1,Mnist,600
17164,6,retain,1,Mnist,600
25505,6,retain,1,Mnist,600
22909,6,retain,1,Mnist,600
56641,6,retain,1,Mnist,600
47943,6,retain,1,Mnist,600
34578,6,retain,1,Mnist,600
29970,6,retain,1,Mnist,600
26524,6,retain,1,Mnist,600
31457,6,retain,1,Mnist,600
